,Comune,Provincia,Tipologia,Categoria,Denominazione,Indirizzo,Frazione,Telefono,FAX,Indirizzo posta elettronica,Sito internet,Periodo apertura,Codice esercizio ricettivo,Partita IVA,Prezzo massimo letto aggiunto,Prezzo massimo consumazione pasto,Prezzo massimo colazione,Numero camere,Numero posti letto,Numero bagni comuni,Numero posti per tipo unità,Tipologia unità,Prezzo,Mobili,Numero posti,Tipologia piazzola,Prezzo piazzola,Numero lavelli,Numero WC,Numero docce,Numero piazzole,Allestimenti stabili,Allestimenti mobili,Capacita ricettiva,Codice servizio,Descrizione servizio,Tipo servizio,Codice altro servizio,Descrizione altro servizio,Denominazione localita turistica,Denominazione annuario localita turistica,Denominazione ente annuario localita turistica,Altitudine localita turistica,Cap localita turistica,Denominazione localita,Altitudine localita,Codice localita,CAP localita,Unnamed: 48
872,TRENTO,TRENTO,BED & BREAKFAST,,LA FIERA - RIZZOLI PRISCA,"PIAZZA FIERA, 9",,328-2123188,,prizzoli08@gmail.com,,annuale,279643773,,,,,4.0,8.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
873,TRENTO,TRENTO,BED & BREAKFAST,,LA LOGGIA DEL CASTELLO - GIACOMELLI ANTONIO,"PIAZZA DELLA MOSTRA, 25",,327 8339777,,info@laloggiadelcastello. com,www.laloggiadelcastello.i t,annuale,291151861,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
874,TRENTO,TRENTO,BED & BREAKFAST,,LA MALVASIA -  LA PORTA STEFANIA,"VIA DELLA MALVASIA, 77",,0461-231803,,lamalvasia@bblamalvasia.i t,,annuale,213399448,,,,,4.0,8.0,0.0,2.0,camera-con-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
875,TRENTO,TRENTO,BED & BREAKFAST,,LA PINARA - FABIANO FRANCESCA,"VIA PINARA, 12",POVO,0461-810686,,fabiano.francesca@libero. it,,annuale,278740546,,,,,1.0,2.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,POVO,398,10504,38123,
876,TRENTO,TRENTO,BED & BREAKFAST,,LE TERRAZZE DEL SALE' - FRACALOSSI CARLA,"VIA ALLA VAL, 61",POVO,0461-811420,,studiofracalossi@alicemai l.it,,annuale,277817677,,,,,1.0,4.0,0.0,4.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,POVO,398,10504,38050,
877,TRENTO,TRENTO,BED & BREAKFAST,,LE TRE GEMME - MERLO MANUELA,"VIA MARIGHETTO, 28",,349-5695423,,info@letregemme.it,www.letregemme.it,annuale,270109224,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38123,
878,TRENTO,TRENTO,BED & BREAKFAST,,LUNA DI ZUCCHERO - CARROZZINI SARAH,"VIA DEI SOLTERI, 61",,347-9394155,,sarahcarrozzini@hotmail.c om,,annuale,310841584,,,,,3.0,7.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
879,TRENTO,TRENTO,BED & BREAKFAST,,MALGA CANDRIAI - ABRAM GIANCARLO,"STRADA DI CANDRIAI, 2",SOPRAMONTE,340-5342112,,giancarlo.abram@gmail.com,,annuale,322912555,,,,,4.0,8.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,MONTE BONDONE,TRENTO - MONTE BONDONE,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",1300,38040,SOPRAMONTE,623,10528,38070,
880,TRENTO,TRENTO,BED & BREAKFAST,,MARZOLA - BEBBER STEFANO,"VIA AL CASTELLER, 22",,348 4225488,0461-826644,stefa106@hotmail.com,,annuale,280193426,,,,,2.0,7.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38123,
881,TRENTO,TRENTO,BED & BREAKFAST,,MAZZINI - MIRETTI VALENTINA,"VIA G. MAZZINI, 14/T",,371-3878887,,bnbmazzini@yahoo.com,,annuale,313130539,,,,,3.0,5.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
882,TRENTO,TRENTO,BED & BREAKFAST,,M&G - VALZOLGHER MANUELA,"VIA LIVIO MARCHETTI, 32",,347 1643549,,,,annuale,280193306,,,,,1.0,3.0,0.0,3.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
883,TRENTO,TRENTO,BED & BREAKFAST,,POTHOS B&B - PISTOIA TOMMASO,"VIA MALTA, 5",,320 8640504,,pothosbnb@gmail.com,,annuale,302196474,,,,,2.0,3.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
884,TRENTO,TRENTO,BED & BREAKFAST,,RELAX - MELCHIORI GIOVANNI,"VIA G. MATTEOTTI, 85",,340-5642319,,m.giovanni15@hotmail.it,,annuale,307442164,,,,,3.0,8.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
885,TRENTO,TRENTO,BED & BREAKFAST,,RESIDENZA IRIS - BERTOLDI GABRIELLA,"VIA SAN PIO X, 75",,340-8669043,,bebresidenzairis@gmail.co m,,annuale,317831654,,,,,3.0,7.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
886,TRENTO,TRENTO,BED & BREAKFAST,,RIGHETTI DANIELA,"STRADA DELLE NOVALINE, 44",MATTARELLO,0461-942120,0461-944596,villa.bertagnolli@tin.it,www.villabertagnolli.it,annuale,1291559,,,,,3.0,6.0,0.0,2.0,camera-con-bagno,80.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,MATTARELLO,198,10484,38123,
887,TRENTO,TRENTO,BED & BREAKFAST,,STANZA COLORATA - CRISTOFORI SERENA,"VIA CAURIOL, 7",,0461-910745,,sere_cri@hotmail.com,,annuale,301531925,,,,,1.0,1.0,1.0,1.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
888,TRENTO,TRENTO,BED & BREAKFAST,,TRENTO ALLO SCRIGNO DEL DUOMO - TOMARELLI ALESSIO,"PIAZZA DUOMO, 30",,324- 6083478,,bnbtrento@gmail.com,www.bnbtrento.it,annuale,323783426,,,,,2.0,6.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
889,TRENTO,TRENTO,BED & BREAKFAST,,VETRO' - GUADAGNINI MARCO,"VIA DIETRO LE MURA, B/6",,345-5293378,,,,annuale,323723452,,,,,2.0,6.0,1.0,3.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
890,TRENTO,TRENTO,BED & BREAKFAST,,WHITE ROSE - GRISENTI GIUSEPPE,"VIA PASSO CIMIRLO, 81",POVO,335 6342205,,giuseppegrisenti@gmail.co m,,annuale,220905783,,,,,4.0,10.0,2.0,1.0,camera-senza-bagno,45.0,,,,,,,,,,,,,,BBqualita,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,POVO,398,10504,38123,
891,TRENTO,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,COLONIA PRALUNGO,"VIA DI PRALUNGO, 3",MEANO,,,ilbivacco@taa.agesci.it,,annuale,1626682,1093610226.0,,,,9.0,93.0,,93.0,camera-con-bagno,800.0,,,,,36.0,16.0,11.0,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,MEANO,194,10492,38121,
892,TRENTO,TRENTO,CASA PER FERIE - FORESTERIA,,VILLA  S. IGNAZIO,"VIA ALLE LASTE, 22",,0461-238720,0461-236353,coop@vsi.it,www.coop.vsi.it,annuale,1296798,414590224.0,"30,00","15,00","5,00",59.0,87.0,,1.0,camera-con-bagno,40.0,,,,,8.0,8.0,8.0,,,,,,,prima-colazione,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38121,
898,TRENTO,TRENTO,CASA PER FERIE (TRADIZIONALE),,CENTRO ATTIVITA' FORMATIVE CANDRIAI,"STRADA DI CANDRIAI, 15",SARDAGNA,0461-947511,0461-947530,candriai@aeratscarl.com,,annuale,1281581,808470223.0,,"21,00","6,00",34.0,72.0,,1.0,camera-con-bagno,38.0,,,,,,,,,,,,,,cena,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,SARDAGNA,194,10526,38123,
899,TRENTO,TRENTO,CASA PER FERIE (TRADIZIONALE),,CENTRO MARIAPOLI,"STRADA DI CADINE, 33",CADINE,0461-866170,,cmcadine@tin.it,,annuale,1296807,925731002.0,"13,50","16,00","3,00",46.0,147.0,,1.0,camera-con-bagno,32.0,,,,,10.0,8.0,8.0,,,,,STANN14.tennis-tavolo,Tennis tavolo - ping pong,cena,STANN15.sala-giochi-attrezzato-b,Sala giochi attrezzato per bambini,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,CADINE,194,10455,38123,
900,TRENTO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI PER VACANZE AMERICA 4,"PIAZZETTA NICOLA RASMO, 3",,0461-983010,0461-230603,info@hotelamerica.it,www.hotelamerica.it,annuale,193756793,172270225.0,,,,2.0,4.0,,2.0,appartamento,112.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38100,
901,TRENTO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,ELLE SERVIZI DI LAZZERI LUCA,"VIA BELENZANI, 46 - VIA I^ ANDRONA B. 10 -  VIA S. PIETRO, 62",,0461-984435,,,,annuale,278258136,2461990224.0,,,,5.0,13.0,,2.0,appartamento,0.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
902,TRENTO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,KOMODO SHORT STAY APARTMENTS,"PIAZZA DONNE LAVORATRICI, 13",,328-8746093,,komodo.trento@gmail.com,www.komodotrento.it,annuale,306060500,2150240220.0,,,,12.0,24.0,,2.0,appartamento,0.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
903,TRENTO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,RESIDENZA AL PARCO,"VIA BOLZANO, 21/B/F - GARDOLO",GARDOLO,0461-260437,0461-261915,amministrazione@trentodue .it,www.cityresidencesrl.it,annuale,1284119,1945970224.0,,,,52.0,118.0,,2.0,appartamento,80.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,GARDOLO,200,10473,38121,
904,TRENTO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,RESIDENZA PORT'AQUILA,"PIAZZA VENEZIA, 12",,0461-931414,0461-915299,info@cityresidencesrl.it,www.cityresidencesrl.it,annuale,1282184,1945970224.0,,,,18.0,36.0,,2.0,appartamento,80.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
905,TRENTO,TRENTO,CAV - CASA PER VACANZE,,AMERICA 2,"VIA MANCI, 44",,0461-983010,0461-230603,info@hotelamerica.it,www.hotelamerica.it,annuale,1283338,172270225.0,,,,9.0,19.0,,1.0,appartamento,75.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
906,TRENTO,TRENTO,CAV - CASA PER VACANZE,,CASA PER VACANZE NEVADA,"LOC. VASON DI MONTE BONDONE, 17",VASON,0461-948117,0461-948111,nevada@lorenzihotels.com,,annuale,1282594,140310228.0,,,,13.0,60.0,,4.0,appartamento,121.0,,,,,,,,,,,,,,,,,MONTE BONDONE,TRENTO - MONTE BONDONE,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",1300,38040,VASON,1651,50000604,38123,
907,TRENTO,TRENTO,CAV - RESIDENCE,,RESIDENCE CAPITOL,"VIA SOPRASSASSO, 32",GARDOLO,0461-993232,0461-994424,info@residencecapitoltren to.it,www.residencecapitoltrent o.it,annuale,224096896,1140740224.0,,,,20.0,46.0,,2.0,appartamento,35.0,,,,,,,,,,,,,,,,,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,GARDOLO,200,10473,38014,
908,TRENTO,TRENTO,OSTELLO PER LA GIOVENTU',,OSTELLO GIOVANE EUROPA,"VIA TORRE VANGA, 9",,0461-263484,,trento@gayaproject.it,,annuale,1287596,1547720225.0,,"12,00","3,00",32.0,100.0,,1.0,camera-con-bagno,28.0,,,,,,,,,,,,STANN09.Pa17.mb,Mountain Bike,pranzo,STANN09.Pa17.mb,Mountain Bike,TRENTO,TRENTO,"A.P.T. AMBITO DI TRENTO, MONTE BONDONE E VALLE DEI LAGHI",194,38100,TRENTO,194,521,38122,
909,VALLARSA,TRENTO,BED & BREAKFAST,,ARLANCH 8 - RUSSO IRENE ERMINIA,"FRAZ. ARLANCH, 8",,333-3753448,,info@arlanch8.it,www.arlanch8.it,annuale,29469239,,,,,3.0,9.0,0.0,3.0,camera-con-bagno,120.0,,,,,,,,,,,,,,BBqualita,,,VALLARSA,VALLARSA,A.P.T. DI ROVERETO E VALLAGARINA,724,38060,VALLARSA,724,526,38060,
910,VALLARSA,TRENTO,BED & BREAKFAST,,BED AND BREAKFAST SOMELE ALTO - PIAZZA SERGIO,"FRAZ. PIAZZA, 21",RAOSSI,0464-869302,,somele.alto@libero.it,,annuale,247747941,,,,,2.0,6.0,0.0,2.0,camera-con-bagno,60.0,,,,,,,,,,,,,,BBqualita,,,VALLARSA,VALLARSA,A.P.T. DI ROVERETO E VALLAGARINA,724,38060,RAOSSI,724,10572,38060,
911,VALLARSA,TRENTO,BED & BREAKFAST,,BIANCOSPINO - MARANER RITA,"FRAZ. ANGHEBENI, 81/A",ANGHEBENI,340-6245738,,rita.maraner@libero.it,,annuale,320347494,,,,,1.0,2.0,1.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,VALLARSA,VALLARSA,A.P.T. DI ROVERETO E VALLAGARINA,724,38060,ANGHEBENI,724,10576,38060,
912,VALLARSA,TRENTO,BED & BREAKFAST,,LE TERRAZZE - CAMPAGNA LUCA,"FRAZ. ZOCCHIO, 9",ZOCCHIO,347-0503031,,luca.campagnaplazzer@virg ilio.it,,annuale,252531006,,,,,3.0,5.0,1.0,1.0,camera-senza-bagno,30.0,,,,,,,,,,,,,,BBqualita,,,VALLARSA,VALLARSA,A.P.T. DI ROVERETO E VALLAGARINA,724,38060,ZOCCHIO,724,10645,38060,
913,VALLARSA,TRENTO,BED & BREAKFAST,,LORENZI WALTER,"FRAZ. PEZZATI, 1",,0464-869127,,cosmagnon@yahoo.it,,annuale,1291907,,,,,2.0,5.0,1.0,2.0,camera-senza-bagno,32.0,,,,,,,,,,,,,,BBqualita,,,VALLARSA,VALLARSA,A.P.T. DI ROVERETO E VALLAGARINA,724,38060,VALLARSA,724,526,38060,
914,VALLARSA,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CENTRO EDUCATIVO PASTORALE ING. CARLO VIGANO',"FRAZ. BROZZI, 64",OBRA,030 9968222,,lacasadiobra@gmail.com,,annuale,280655475,94016040175.0,,,,18.0,74.0,,74.0,camera-con-bagno,0.0,,,,,26.0,10.0,8.0,,,,,,,,,,VALLARSA,VALLARSA,A.P.T. DI ROVERETO E VALLAGARINA,724,38060,OBRA,724,50000648,38060,
915,VALLARSA,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,FONDAZIONE DALL'ARMELLINA - RUBBI,"VIA CAMPOSILVANO, 75",CAMPOSILVANO,0464-860050,0464-860050,fondazione@rhost.it,,annuale,1280634,2099930220.0,,,,26.0,78.0,,78.0,camera-con-bagno,400.0,,,,,26.0,10.0,5.0,,,,,,,,,,VALLARSA,VALLARSA,A.P.T. DI ROVERETO E VALLAGARINA,724,38060,CAMPOSILVANO,1005,10586,38060,
916,VARENA,TRENTO,AFFITTACAMERE,un_sole,COROZZOLA AFFITTACAMERE,"VIA COROZZOLA, 12-14",,0462-340460,0462-231609,info@hotelalpinovarena.it,www.hotelalpinovarena.it,annuale,1285726,1066290220.0,"75,00",,,7.0,15.0,2.0,1.0,camera-con-bagno,80.0,,,,,,,,,,,,,,,,,VARENA,VARENA,A.P.T. VALLE DI FIEMME,1180,38030,VARENA,1180,527,38030,
917,VARENA,TRENTO,AFFITTACAMERE,un_sole,MICH LUCIA AFFITTACAMERE,"VIA COROZZOLA, 12-14",,0462-340460,0462-231609,info@hotelalpinovarena.it,www.hotelalpinovarena.it,annuale,1287126,1066290220.0,"75,00",,,6.0,18.0,2.0,2.0,camera-con-bagno,150.0,,,,,,,,,,,,,,,,,VARENA,VARENA,A.P.T. VALLE DI FIEMME,1180,38030,VARENA,1180,527,38030,
918,VARENA,TRENTO,BED & BREAKFAST,,LA BAITA - BOLOGNANI FRANCO,"VIA BANCOLINE, 1",,0462-230283,0462-230283,info@ristorantelabaita.eu,,annuale,1594013,,,,,3.0,8.0,2.0,2.0,camera-senza-bagno,90.0,,,,,,,,,,,,,,BBqualita,,,VARENA,VARENA,A.P.T. VALLE DI FIEMME,1180,38030,VARENA,1180,527,38030,
919,VARENA,TRENTO,CASA PER FERIE - CASA VACANZE GRUPPI,,CASA DE TSCHIDERER,"VIA VAIA, 4",VARENA,0462-342421,,casaferie.varena@hotmail. it,,annuale,1342748,91003480224.0,,,,9.0,24.0,,24.0,camera-con-bagno,450.0,,,,,8.0,8.0,8.0,,,,,,,,,,VARENA,VARENA,A.P.T. VALLE DI FIEMME,1180,38030,VARENA,1180,10647,38030,
920,VARENA,TRENTO,CAV - CASA PER VACANZE,,CASA PER VACANZE VOLPE ROSSA,"VIA VAL GAMBIS, 4",,0462-232430,0462-232504,p.gilmozzi@sgsfuture.it,www.volperossa.it,annuale,223134605,1497880222.0,,,,1.0,6.0,,6.0,appartamento,350.0,,,,,,,,,,,,,,,,,VARENA,VARENA,A.P.T. VALLE DI FIEMME,1180,38030,VARENA,1180,527,38030,
921,VERMIGLIO,TRENTO,BED & BREAKFAST,,ATMOSPHERE DI MONTAGNA - BRESADOLA ALEX,"VIA DI BORGO NUOVO, 1",FRAVIANO,348-7764790,,atmospheredimontagna@gmai l.com,,annuale,313627389,,,,,4.0,11.0,2.0,2.0,camera-senza-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,VERMIGLIO,VERMIGLIO,"A.P.T. VALLI DI SOLE, PEJO E RABBI",1261,38029,FRAVIANO,1261,10655,38029,
922,VERMIGLIO,TRENTO,BED & BREAKFAST,,B&B MAGNINI - DALDOSS WALTER,"VIA DI CORTINA, 49",CORTINA,349-6198591,,bnbmagnini@gmail.com,,annuale,284135780,,,,,3.0,7.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,VERMIGLIO,VERMIGLIO,"A.P.T. VALLI DI SOLE, PEJO E RABBI",1261,38029,CORTINA,1203,10657,38029,
923,VERMIGLIO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI PER VACANZE MIRIAM PRESSO PALLA DI NEVE,"VIA CIRCONVALLAZIONE, 23",PASSO TONALE,0364-903918,0364-903918,palladineve_tonale@virgil io.it,,annuale,124640250,1443510225.0,,,,12.0,30.0,,2.0,appartamento,70.0,,,,,,,,,,,,,,,,,PASSO DEL TONALE,VERMIGLIO - PASSO TONALE,"A.P.T. VALLI DI SOLE, PEJO E RABBI",1883,38020,PASSO TONALE,1883,50000654,38029,
924,VERMIGLIO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI PER VACANZE REDIVALLE,VIA NAZIONALE 3/D,PASSO TONALE,+39.0364.903814,0364-903414,residence.redivalle@iride hotels.com,,annuale,178803739,1440280228.0,,,,11.0,26.0,,2.0,appartamento,200.0,,,,,,,,,,,,,,,,,PASSO DEL TONALE,VERMIGLIO - PASSO TONALE,"A.P.T. VALLI DI SOLE, PEJO E RABBI",1883,38020,PASSO TONALE,1883,50000654,38029,
925,VERMIGLIO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,APPARTAMENTI PER VACANZE TOP,"VIA CIRCONVALLAZIONE, 15",PASSO TONALE,0364-903772,0364-903776,info@passotonaleappartame nti.it,www.passotonaleappartamen ti.it,annuale,197846378,4024920151.0,,,,32.0,138.0,,3.0,appartamento,115.0,,,,,,,,,,,,,,,,,PASSO DEL TONALE,VERMIGLIO - PASSO TONALE,"A.P.T. VALLI DI SOLE, PEJO E RABBI",1883,38020,PASSO TONALE,1883,50000654,38029,
926,VERMIGLIO,TRENTO,CAV - APPARTAMENTO PER VACANZE,,LA TORRETTA,"VIA CIRCONVALLAZIONE, 5",PASSO TONALE,0364-903978,0364-903773,info@hotellatorretta.com,,annuale,1462023,1368060222.0,,,,3.0,22.0,,7.0,appartamento,260.0,,,,,,,,,,,,,,,,,PASSO DEL TONALE,VERMIGLIO - PASSO TONALE,"A.P.T. VALLI DI SOLE, PEJO E RABBI",1883,38020,PASSO TONALE,1261,50000654,38029,
927,VIGNOLA-FALESINA,TRENTO,BED & BREAKFAST,,B&B IL SAMBUCO - LURANI MARCO,"FRAZ. VIGNOLA, 108",VIGNOLA,392-5911400,,info@ilsambuco.eu,www.ilsambuco.eu,annuale,232675014,,,,,3.0,8.0,0.0,2.0,camera-con-bagno,110.0,,,,,,,,,,,,,,BBqualita,,,VIGNOLA-FALESINA,LEVICO TERME - VIGNOLA-FALESINA,A.P.T. VALSUGANA - TESINO,984,38050,VIGNOLA,984,10683,38050,
928,VIGNOLA-FALESINA,TRENTO,BED & BREAKFAST,,B&B MASO ZONT - INVERNICI CRISTINA,"FRAZ. VIGNOLA, 106",VIGNOLA,393-9932189,,info@masozont.it,,annuale,260265826,,,,,3.0,9.0,0.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,VIGNOLA-FALESINA,LEVICO TERME - VIGNOLA-FALESINA,A.P.T. VALSUGANA - TESINO,984,38050,VIGNOLA,984,10683,38050,
929,VIGO DI FASSA,TRENTO,AFFITTACAMERE,quattro_soli,LADIN,"STRADA DE LA PIAZEDELA, 9",,0462-764493,0462-764263,info@ladin.it,www.ladin.it,annuale,1285315,1901020220.0,"40,00",,,6.0,12.0,1.0,2.0,camera-con-bagno,110.0,,,,,,,,,,,,,,prima-colazione,,,VIGO DI FASSA,VIGO DI FASSA,A.P.T. VALLE DI FASSA,1382,38039,VIGO DI FASSA - VICH,1382,533,38039,
930,VIGO DI FASSA,TRENTO,AFFITTACAMERE,un_sole,RASOM,"STRADA DE SOMCOSTA, 29",COSTA,0462-769076,0462-764185,masondecuz@tin.it,,annuale,1286446,1101280228.0,"26,50","17,50","11,50",8.0,18.0,0.0,1.0,camera-con-bagno,35.5,,,,,,,,,,,,,,pranzo,,,VIGO DI FASSA,VIGO DI FASSA,A.P.T. VALLE DI FASSA,1382,38039,COSTA,1402,50000669,38039,
931,VIGO DI FASSA,TRENTO,AFFITTACAMERE,un_sole,ROSALPINA,"STRADA REZIA, 36",,0462-763215,0462-763215,rosalpina@fassaweb.net,,annuale,1286781,454670225.0,"22,00",,"4,00",9.0,17.0,2.0,1.0,camera-senza-bagno,26.0,,,,,,,,,,,,,,prima-colazione,,,VIGO DI FASSA,VIGO DI FASSA,A.P.T. VALLE DI FASSA,1382,38039,VIGO DI FASSA - VICH,1382,533,38039,
932,VIGO DI FASSA,TRENTO,BED & BREAKFAST,,ACHILLEA - DETOMAS MARCO,"STRADA DE LA PIEIF, 10",VIGO DI FASSA - VICH,0462-764859,,info@achillea-bb.it,,annuale,1354675,,,,,2.0,2.0,1.0,1.0,camera-senza-bagno,65.0,,,,,,,,,,,,,,BBqualita,,,VIGO DI FASSA,VIGO DI FASSA,A.P.T. VALLE DI FASSA,1382,38039,VIGO DI FASSA,1382,10695,38039,
933,VIGO DI FASSA,TRENTO,BED & BREAKFAST,,B&B DOLOMITES DELI - LOCANDA SEN JAN - FOLLI PAOLO ADOLFO,"STRADA DE PILAT, 7",,335271731,,dolomites.deli@gmail.com,,annuale,260656728,,,,,3.0,6.0,1.0,2.0,camera-con-bagno,0.0,,,,,,,,,,,,,,BBqualita,,,VIGO DI FASSA,VIGO DI FASSA,A.P.T. VALLE DI FASSA,1382,38039,VIGO DI FASSA - VICH,1382,533,38039,
