"Numero sentiero tratta";"Competenza";"Denominazione";"Difficoltà";"Località inizio";"Località fine";"Quota inizio";"Quota fine";"Quota minima";"Quota massima";"Lunghezza plaminetrica";"Lunghezza inclinata";"Tempo andata";"Tempo ritorno";"Gruppo montagne interessate";"Comuni toccati";
"O444";"SEZ. SAT STORO";"";"EE";"STORO - ponte della scaletta";"PASSO DI TREMALZO";388;1,665;388;1,827;22,300;22,630;"09:40";"08:50";"LEDRENSI / Tombea - Tremalzo - Carone";"Bondone, Tiarno di Sopra";
"O445";"SEZ. SAT RIVA DEL GARDA";"SENTIERO DELLA REGINA";"EE";"LAGO DI TENNO - parcheggio";"pr. RIF. BOCCA TRAT (b.402-402A-403-413-420)";600;1,581;600;1,708;6,100;6,270;"05:00";"03:45";"LEDRENSI / Pichea - Gavardina - Cogorna";"Tenno";
"O448";"SEZ. SAT PIEVE DI BONO";"SENTER DE RINGIA";"E";"MALGA RINGIA";"pr. MALGA CADRIA (b.423)";1,398;1,914;1,398;1,954;3,900;3,960;"01:40";"01:20";"LEDRENSI / Cadria - Stigolo";"Bezzecca, Pieve di Bono";
"O449";"SEZ. SAT LEDRENSE";"";"E";"CHIESA DI SAN GIORGIO";"pr. CIMA PALON (b.450)";860;1,538;860;1,538;3,900;3,990;"02:00";"01:30";"LEDRENSI / Cadria - Stigolo";"Tiarno di Sotto";
"O450";"SEZ. SAT PIEVE DI BONO";"SENTER DE LE GRESTE";"E";"RANGO";"POZZA DI CADRIA (b.448)";1,199;1,954;1,199;1,954;10,490;10,580;"04:00";"03:10";"LEDRENSI / Cadria - Stigolo";"Condino, Tiarno di Sopra, Tiarno di Sotto, Bezzecca";
"O451";"SEZ. SAT LEDRENSE";"SENTER DE GIUMELLA";"E";"BARCESINO - frazione di Molina di Ledro";"BOCCA GIUMELLA (b.413)";607;1,410;607;1,410;4,170;4,300;"02:30";"01:45";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O452";"SEZ. SAT LEDRENSE";"SENTER DE LE BAITE";"E";"VAL MOLINI - ex centrale elettrica (b.423)";"SELLA DE LOMAR (b.414)";945;1,600;945;1,600;7,300;7,390;"03:20";"02:50";"LEDRENSI / Cadria - Stigolo";"Concei";
"O452B";"SEZ. SAT LEDRENSE";"SENTER DE VESI'";"E";"PONTE DEI CARRI";"BAITA VESI' (b.452)";895;1,472;895;1,472;2,400;2,480;"01:40";"01:15";"LEDRENSI / Cadria - Stigolo";"Concei";
"O453";"SEZ. SAT LEDRENSE";"SENTER DE DROMAE'";"E";"MEZZOLAGO";"CAMPIGOLO - o Bocca Dromaè (b.413)";674;1,680;674;1,680;5,000;5,130;"02:50";"02:00";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O454";"SEZ. SAT LEDRENSE";"SENTER DE SAVAL";"E";"PIEVE DI LEDRO";"pr. BOCCA DI SAVAL (b.413)";668;1,720;668;1,740;6,300;6,420;"03:15";"02:15";"LEDRENSI / Rocchetta - Cima Parì";"Pieve di Ledro, Riva del Garda";
"O455";"SEZ. SAT FIAVÈ, SEZ. SAT TIONE, SEZ. SAT PIEVE DI BONO";"SENTIERO DELLA PACE";"EE";"SELLA DEL DOSS DELLA TORTA (b.420)";"MONTE CADRIA - o Monte Geometra (b.423)";2,100;2,254;0;2,254;9,000;9,150;"04:50";"04:30";"LEDRENSI / Pichea - Gavardina - Cogorna";"Concei, Zuclo, Tione di Trento, Pieve di Bono, Bezzecca, Molina di Ledro";
"O456";"SEZ. SAT LEDRENSE";"SENTER DE SAN MARTIN";"EEA";"PIEVE DI LEDRO";"TORNANTE STRADA PER BOCCA CASET (b.419)";659;1,340;659;1,340;7,100;7,180;"03:10";"02:40";"LEDRENSI / Tombea - Tremalzo - Carone";"Pieve di Ledro, Molina di Ledro";
"O456B";"SEZ. SAT LEDRENSE";"VIA FERRATA \"FIORE MORA E MAURO PELLEGRINI\" - VF - EEA-F";"EEA-F";"BOCHET DE LA SPINERA (b.456)";"BOCCA CASET (b.416-419)";1,320;1,608;1,320;1,650;4,600;4,650;"03:30";"03:10";"LEDRENSI / Tombea - Tremalzo - Carone";"Pieve di Ledro, Bezzecca, Molina di Ledro, Tiarno di Sopra";
"O457";"SEZ. SAT LEDRENSE";"SENTER DEL PRA DELLA ROSA";"E";"pr. PASSO NOTA (b.421)";"pr. MALGA GIU' (b.419)";1,209;1,300;1,209;1,542;9,700;9,790;"03:15";"03:15";"LEDRENSI / Tombea - Tremalzo - Carone";"Molina di Ledro";
"O457B";"SEZ. SAT LEDRENSE";"SENTER DE MALGA COR";"E";"MALGA CITA (b.419)";"QUOTA 1270 (b.457)";747;1,270;747;1,270;2,300;2,370;"01:30";"01:15";"LEDRENSI / Tombea - Tremalzo - Carone";"Molina di Ledro";
"O458";"SEZ. SAT LEDRENSE";"";"E";"PONTE DEL VISI'";"BESTEM";884;1,004;884;1,583;8,700;8,840;"04:00";"03:50";"LEDRENSI / Cadria - Stigolo";"Tiarno di Sopra, Condino";
"O459";"SEZ. SAT LEDRENSE";"SENTER DE CHELINA";"E";"PLAZA - Val dei Molini (b.424)";"MALGA VIES (b.415-423-424)";800;1,555;800;1,699;5,100;5,230;"03:30";"03:00";"LEDRENSI / Cadria - Stigolo";"Bezzecca";
"O459B";"SEZ. SAT LEDRENSE";"";"E";"LENZUMO";"BOCHET DE ZORI (b.459)";796;1,174;796;1,174;1,300;1,360;"01:15";"01:00";"LEDRENSI / Cadria - Stigolo";"Concei";
"O460";"SEZ. SAT RIVA DEL GARDA";"VIA FERRATA \"MARIO FOLETTI\" VF - EEA-PD";"EEA-PD";"VAL VASOTINA - località Le Frate (b.417)";"CRESTA SSE DI CIMA ROCCA (b.405)";675;880;675;880;1,400;1,440;"01:20";"01:10";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O460B";"SEZ. SAT RIVA DEL GARDA";"";"EE";"pr. CHIESETTA DI SAN GIOVANNI (b.460)";"pr. BOCCA PASUMER (b.471)";840;960;840;960;700;720;"00:20";"00:15";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O461";"SEZ. SAT FIAVÈ";"";"EE";"CORNELLE";"MALGA NARDIS (b.420)";711;1,784;711;1,925;7,300;7,470;"03:30";"02:30";"LEDRENSI / Pichea - Gavardina - Cogorna";"Bleggio Superiore, Fiavè";
"O462";"SEZ. SAT FIAVÈ";"";"EE";"BALBIDO - frazione di Bleggio Superiore";"MALGA CASINA COGORNA - Bivacco (b.461)";760;1,667;760;1,667;7,400;7,550;"03:30";"02:50";"LEDRENSI / Pichea - Gavardina - Cogorna";"Fiavè, Bleggio Superiore";
"O462B";"SEZ. SAT FIAVÈ";"";"EE";"LE CORDE - presso Duinella (b.461)";"COSTE ALTE DI INDOS (b.420)";825;1,160;825;1,160;3,100;3,160;"01:40";"01:10";"LEDRENSI / Pichea - Gavardina - Cogorna";"Fiavè";
"O463";"SEZ. SAT FIAVÈ, SEZ. SAT TIONE";"";"EE";"DURON - presso il Ristorante";"MONTE GAVARDINA (b.455)";986;2,047;0;2,047;12,700;12,880;"05:50";"04:50";"LEDRENSI / Pichea - Gavardina - Cogorna";"Bleggio Superiore, Tione di Trento, Bolbeno";
"O464";"SEZ. SAT FIAVÈ";"";"E";"MASO CLENA";"GREPER DE NARDIS (b.420)";741;1,900;741;1,914;8,800;8,980;"04:45";"03:40";"LEDRENSI / Pichea - Gavardina - Cogorna";"Bleggio Superiore, Fiavè";
"O465";"SEZ. SAT FIAVÈ";"";"E";"BIVEDO - frazione di Bleggio Superiore";"PASSO DURON";762;1,000;762;1,449;7,000;7,140;"03:10";"03:00";"LEDRENSI / Pichea - Gavardina - Cogorna";"Bleggio Superiore";
"O465B";"SEZ. SAT PONTE ARCHE";"";"E";"PONTE PIA' - SS 237 km 97,5 (b.346)";"TREVIE (b.465)";450;935;450;975;5,700;5,770;"02:10";"01:50";"LEDRENSI / Pichea - Gavardina - Cogorna";"Bleggio Inferiore";
"O466";"SEZ. SAT TIONE";"";"E";"MADONNA DEL LARES";"BOCHET DE LA MEDA (b.463)";788;1,876;788;1,876;5,350;5,500;"02:40";"01:50";"LEDRENSI / Pichea - Gavardina - Cogorna";"Tione di Trento";
"O470";"SEZ. SAT RIVA DEL GARDA";"SENTER DEI BECH SAA - E";"EEA";"CAREGNA DI BIACESA (b.417)";"CRESTA SSE DI CIMA CAPI (b.405)";470;600;470;600;2,100;2,120;"01:00";"00:50";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O471";"SEZ. SAT RIVA DEL GARDA";"VIA FERRATA DELLE GALLERIE DI GUERRA VF - EEA-F";"EEA-F";"VAL DEL GAC' (b.470)";"BOCCA PASUMER (b.405B)";570;980;570;1,050;2,190;2,320;"01:45";"01:20";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O471A";"SEZ. SAT RIVA DEL GARDA";"VIA FERRATA DI CIMA ROCCA VF - EEA-F";"EEA-F";"VERSANTE S DI CIMA ROCCA (b.471)";"VERSANTE N DI CIMA ROCCA (b.471)";1,050;1,050;1,050;1,090;400;420;"00:20";"00:20";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O472";"SEZ. SAT RIVA DEL GARDA";"SENTIERO DEFENSIONMAUER \"ALESSANDRO LUTTERI\"";"E";"CAREGNA DI BIACESA (b.417)";"QUOTA 450 - in Val Sperone (b.405)";440;450;0;450;2,130;2,150;"01:00";"01:00";"LEDRENSI / Rocchetta - Cima Parì";"Molina di Ledro";
"O480";"SEZ. SAT RIVA DEL GARDA";"";"E";"TENNO-REVEDU' (b.401)";"BOSCO MONTE SAN PIETRO (b.401)";453;990;453;990;3,950;4,020;"02:00";"01:30";"CASALE - BRENTO - MISONE";"Tenno";
"O480A";"SEZ. SAT RIVA DEL GARDA";"";"EE";"FONTANELLE";"VANDRINO (b.480)";324;474;0;474;900;920;"00:30";"00:20";"CASALE - BRENTO - MISONE";"Tenno";
"O500";"SEZ. SAT MEZZOCORONA, SEZ. SAT TON, SEZ. SAT TAIO, SEZ. SAT FONDO";"SENTIERO ALPINISTICO ATTREZZATO DELLE CIME - SAA - EE e EEA-PD";"EE";"MEZZOCORONA";"RISTORANTE WALDRHUE - pr. Lago Tret (b.512)";219;1,623;219;2,116;50,760;51,520;"022:00";"020:45";"MONTI D'ANAUNIA / Roen - Corno Tres, MONTI D'ANAUNIA / Macaiòn - Pénegal";"Mezzocorona, Ton, Tres, Vervò, Coredo, Sfruz, Amblar, Cavareno, Ruffré, Sarnonico, Ronzone, Malosco, Fondo";
"O501";"SEZ. SAT TAIO";"";"E";"SETTE LARICI";"BOCCA DI VAL CALANA (b.500)";1,152;1,844;1,090;1,844;7,400;7,500;"03:20";"02:45";"MONTI D'ANAUNIA / Roen - Corno Tres";"Coredo, Sfruz, Amblar";
"O502";"SEZ. SAT MEZZOCORONA";"";"E";"PIANIZZIA - CROSARA (b.507)";"FAVOGNA - località Tratt (b.502B)";680;1,010;680;1,010;4,420;4,490;"02:15";"01:45";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Roveré della Luna";
"O502A";"SEZ. SAT MEZZOCORONA";"NUOVO COLLEGAMENTO";"E";"PIANIZZIA (b.502-507)";"BIVIO PER LA CALCARA (b.502B)";655;675;655;675;280;300;"00:10";"00:10";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Roveré della Luna";
"O502B";"SEZ. SAT MEZZOCORONA";"";"E";"VAL DEI MOLINI - FRIEDERICH (b.507)";"FAVOGNA - località Tratt (b.502)";389;1,010;389;1,010;2,360;2,470;"01:45";"01:10";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Roveré della Luna";
"O503";"SEZ. SAT TAIO";"";"E";"TAIO";"QUOTA 1700 (b.500)";548;1,700;548;1,700;11,120;11,240;"04:20";"03:20";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Tres, Vervò";
"O504";"SEZ. SAT TAIO";"SENTIERO MAESTRO";"E";"SANZENO";"COREDO - località Ciavasoz";615;840;613;840;2,680;2,710;"01:15";"01:00";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Sanzeno, Coredo";
"O505";"SEZ. SAT MEZZOCORONA";"VIA FER.DEL BURRONE VF - EEA-PD";"EEA-PD";"ISCHIA - Mezzocorona";"BAIT DEI MANZI (b.506)";229;858;229;858;2,980;3,070;"02:15";"00:00";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Mezzocorona";
"O505A";"SEZ. SAT MEZZOCORONA";"VIA FER. DEL BURRONE \"TULLIO GIOVANELLI\" VARIANTE DELLA CASCATA - VF - EEA-D";"EEA-D";"QUOTA 260 (b.505)";"QUOTA 300 (b.505)";260;300;260;300;200;210;"00:20";"00:00";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Mezzocorona";
"O506";"SEZ. SAT MEZZOCORONA";"";"E";"MONTE DI MEZZOCORONA (b.500)";"BAIT DEI AISELI (b.500)";891;1,416;858;1,416;4,900;4,980;"02:10";"01:50";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Mezzocorona";
"O507";"SEZ. SAT MEZZOCORONA";"";"E";"ROVERE' DELLA LUNA";"PLON (b.500)";287;1,000;287;1,270;9,750;9,970;"04:20";"03:40";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Roveré della Luna, Mezzocorona";
"O508";"SEZ. SAT FONDO";"";"E";"MALOSCO";"MONTE PENEGAL (b.500)";1,089;1,737;1,089;1,737;6,900;6,960;"02:30";"01:50";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Malosco, Ronzone, Cavareno";
"O509";"SEZ. SAT TON";"SENTIERO DELLA BODRINA (O DELLA BARA)";"E";"VIGO DI TON";"PASCOLO MALGA BODRINA (b.500)";452;1,580;452;1,580;4,890;5,080;"03:30";"02:30";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Ton";
"O510";"SEZ. SAT TON";"";"E";"MOLINI - ponte sul Rio Rinassico (b.509)";"VALICO PRA' D'ARZA (b.500)";513;1,540;513;1,540;5,990;6,110;"03:10";"02:20";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Ton";
"O511";"SEZ. SAT FONDO";"";"E";"EL RAM (b.513)";"LAGO DI TRET - o di Santa Maria (b.512)";1,100;1,604;1,100;1,628;6,100;6,140;"02:30";"02:00";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O511A";"SEZ. SAT FONDO";"";"E";"MALGA DI FONDO (b.511)";"CROSARA (b.513)";1,488;1,640;1,450;1,640;5,050;5,080;"01:40";"01:20";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O511B";"SEZ. SAT FONDO";"";"T";"INCROCIO STRADA LAURES - parcheggio (b.511A)";"PRADI DA LAURES (b.500)";1,450;1,600;1,450;1,600;2,100;2,110;"00:40";"00:30";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O512";"SEZ. SAT FONDO";"";"E";"TRET (b.541-542)";"RISTORANTE WALDRHUE - pr. Lago Tret (b.500)";1,150;1,623;1,150;1,623;4,080;4,140;"01:30";"01:15";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O513";"SEZ. SAT FONDO";"";"E";"FONDO - Lago Smeraldo (b.522-542)";"CROCE SUL MACAION (b.500)";1,001;1,865;1,001;1,865;9,400;9,470;"03:20";"02:30";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O514";"SEZ. SAT FONDO";"";"T";"CENTRO SCI FONDO REGOLE";"BAIT DEL PRINZ - bivio 545-AVS (b.500)";1,279;1,544;1,279;1,544;7,700;7,750;"02:30";"02:15";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Ruffré, Cavareno, Malosco, Fondo, Ronzone";
"O515";"SEZ. SAT FONDO";"";"E";"RONZONE - piscina, campo sportivo";"PASSO MENDOLA - bivio 521-CAI (b.500-527)";1,097;1,363;1,097;1,400;5,800;5,840;"02:10";"01:45";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Ronzone, Sarnonico, Ruffré";
"O516";"SEZ. SAT TON";"";"E";"MASI DI VIGO";"MALGA BODRINA (b.509)";415;1,557;415;1,557;5,340;5,530;"03:45";"02:40";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Ton";
"O516A";"SEZ. SAT TON";"";"T";"QUOTA 505 (b.516)";"pr. LA TORRE DI VISIONE (b.516B)";505;650;505;650;1,250;1,260;"00:30";"00:20";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Ton";
"O516B";"SEZ. SAT TON";"SENTIERO ATTREZZATO DEL CRONELLO SAA - EEA-F";"EEA-F";"ROCCHETTA - strada del Masetto";"AL TREI (b.516)";264;1,000;264;1,000;2,859;3,020;"02:30";"01:50";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Mezzocorona, Ton";
"O517";"SEZ. SAT FONDO";"VIA DELLE REGOLE";"E";"STRADA VECLA PAR TRET (b.542)";"QUOTA 1673 (b.500)";1,090;1,673;1,090;1,700;7,120;7,190;"02:30";"02:00";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O518";"SEZ. SAT MEZZOCORONA";"";"E";"RIFUGIO e MALGA CRAUN (b.507)";"CIMA ROCCAPIANA (b.500)";1,222;1,873;1,222;1,873;2,320;2,410;"01:45";"01:20";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Roveré della Luna, Mezzocorona, Ton";
"O519";"SEZ. SAT MEZZOCORONA";"SENTIERO ATTREZZATO DEI CADINEI SAA - EE";"EE";"VAL DEL RIVO BOSCONERO (b.502)";"VILPUA (b.507)";900;1,150;900;1,250;2,600;2,660;"01:50";"01:40";"MONTI D'ANAUNIA / Cime di Vigo - Craunel";"Roveré della Luna";
"O522";"SEZ. SAT FONDO";"SENTIERO ATTREZZATO DEL MONDINO SAA - EE";"EE";"FONDO - Lago Smeraldo (b.513-542)";"FONDO";1,001;988;806;1,012;7,000;7,080;"03:30";"03:30";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo, Castelfondo";
"O524";"SEZ. SAT TAIO";"";"E";"VERVO'";"CIMONI (b.500)";935;1,600;835;1,600;8,160;8,250;"03:30";"03:00";"MONTI D'ANAUNIA / Roen - Corno Tres";"Vervò";
"O525";"SEZ. SAT TAIO";"";"E";"MALGA NUOVA DI COREDO - o Zuol (b.530)";"COSTA LARGA - BELLAVISTA (b.500)";1,562;1,647;1,562;1,647;1,300;1,310;"00:30";"00:30";"MONTI D'ANAUNIA / Roen - Corno Tres";"Coredo, Tres";
"O526";"SEZ. SAT TAIO";"";"E";"MALGA RODEZA - o Malga di Tres (b.503)";"QUOTA 1600 (b.500)";1,570;1,600;1,570;1,600;1,000;1,010;"00:30";"00:30";"MONTI D'ANAUNIA / Roen - Corno Tres";"Coredo, Tres";
"O527";"SEZ. SAT FONDO";"";"E";"CAVARENO - Sentiero \"Dria al Fos\"";"PASSO MENDOLA - bivio 521-CAI (b.500-515)";1,000;1,363;1,000;1,363;5,500;5,550;"02:00";"01:40";"MONTI D'ANAUNIA / Roen - Corno Tres";"Cavareno, Ruffré";
"O528";"SEZ. SAT TAIO";"";"E";"MALGA SANZENO (b.537)";"MONTE ROEN - bivio 523-CAI (b.500)";1,614;2,116;1,614;2,116;3,800;3,840;"01:40";"01:10";"MONTI D'ANAUNIA / Roen - Corno Tres";"Sfruz, Amblar";
"O528A";"SEZ. SAT TAIO";"";"E";"MALGA DI SMARANO e SFRUZ (b.528)";"QUOTA 1985 (b.500)";1,925;1,985;1,925;1,985;1,970;1,980;"00:45";"00:40";"MONTI D'ANAUNIA / Roen - Corno Tres";"Sfruz, Amblar";
"O529";"SEZ. SAT RALLO";"";"E";"DERMULO - chiesa in via del Borgo";"GRETO DEL TORRENTE NOCE";385;385;385;420;1,100;1,120;"00:35";"00:45";"MONTI D'ANAUNIA / Roen - Corno Tres";"Tassullo, Taio";
"O530";"SEZ. SAT TAIO";"";"E";"pr. PRATI BUS DA SPIN (b.503)";"MALGA VECCHIA DI COREDO (b.501)";1,436;1,624;1,424;1,624;6,000;6,030;"02:00";"01:50";"MONTI D'ANAUNIA / Roen - Corno Tres";"Tres, Coredo, Sfruz";
"O531";"SEZ. SAT FONDO";"";"E";"AMBLAR";"ex MALGA DI AMBLAR - Bivacco (b.537)";986;1,729;986;1,729;5,200;5,280;"02:30";"01:30";"MONTI D'ANAUNIA / Roen - Corno Tres";"Amblar";
"O533";"SEZ. SAT TAIO";"";"E";"PREDAIA - località lapide (b.503)";"SELLA DI FAVOGNA - bivio 3-AVS(b.500)";1,300;1,563;1,300;1,563;7,100;7,140;"02:10";"02:00";"MONTI D'ANAUNIA / Roen - Corno Tres";"Tres, Vervò";
"O535";"SEZ. SAT FONDO";"SENTER DE L'ORS";"E";"SALTER";"DOSS CANESTRINI - Val Verdès (b.537)";947;820;680;947;2,700;2,750;"01:00";"01:10";"MONTI D'ANAUNIA / Roen - Corno Tres";"Romeno, Coredo";
"O537";"SEZ. SAT TAIO";"";"E";"COREDO";"RIF. MALGA DI ROMENO - bivio 560-CAI (b.500)";873;1,773;820;1,773;12,120;12,260;"04:40";"04:00";"MONTI D'ANAUNIA / Roen - Corno Tres";"Coredo, Don, Amblar";
"O539";"SEZ. SAT FONDO";"";"E";"VALLE DI SAN ROMEDIO (b.535)";"PRA' GRANT (b.537)";680;1,440;680;1,440;7,700;7,780;"03:00";"02:20";"MONTI D'ANAUNIA / Roen - Corno Tres";"Romeno, Don, Coredo";
"O541";"SEZ. SAT FONDO";"";"E";"DOVENA (b.522)";"TRET (b.512-542)";1,020;1,150;980;1,150;5,100;5,160;"01:25";"01:25";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O541A";"SEZ. SAT FONDO";"";"EE";"VALLE DEL NOVELLA (b.541)";"MAS DAL TOPA (b.542)";1,000;1,140;940;1,140;1,900;1,930;"00:50";"00:40";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O542";"SEZ. SAT FONDO";"";"EE";"FONDO - Lago Smeraldo (b.513-522)";"TRET (b.512-541)";1,000;1,160;1,000;1,160;6,800;6,870;"02:00";"01:45";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O543";"SEZ. SAT FONDO";"SENTIER DAL VERM";"EE";"CENTRALE ALTA NOVELLA (b.522)";"QUOTA 1080 (b.542)";806;1,080;806;1,080;1,200;1,240;"01:00";"00:45";"MONTI D'ANAUNIA / Macaiòn - Pénegal";"Fondo";
"O601";"SEZ. SAT RIVA DEL GARDA";"SENTIERO DEL \"SEGRON\"";"E";"TORBOLE - piazza Vittorio Veneto";"RIFUGIO ALTISSIMO (b.622-633-651)";70;2,059;70;2,059;12,700;12,970;"06:45";"05:10";"MONTE BALDO - MONTE ALTISSIMO";"Nago-Torbole";
"O601A";"SEZ. SAT RIVA DEL GARDA";"SENTIERO DEL DOS DEI FRASSINI (Variante del Segron)";"E";"QUOTA 550 del Dos Segron (b.601)";"QUOTA 560 del Dos Frassini (b.601)";550;560;550;582;350;370;"00:10";"00:10";"MONTE BALDO - MONTE ALTISSIMO";"Nago-Torbole";
"O601B";"SEZ. SAT RIVA DEL GARDA";"GIRO DEL DOSS ALTO DI NAGO";"E";"MALGA ZURES (b.601)";"ex CIMITERO DI GUERRA (b.601C)";685;825;678;825;4,150;4,210;"01:10";"01:00";"MONTE BALDO - MONTE ALTISSIMO";"Nago-Torbole";
"O601C";"SEZ. SAT RIVA DEL GARDA";"";"E";"SAS SEGA (b.601B)";"TORNANTE PRESSO MALGA CASINA (b.601)";767;1,006;767;1,015;2,220;2,290;"01:10";"00:45";"MONTE BALDO - MONTE ALTISSIMO";"Nago-Torbole";
"O602";"SEZ. SAT VEZZANO";"";"E";"ex RIFUGIO CESARE BATTISTI";"RANZO - piazza don Alfonso Amistadi";2,098;746;746;2,098;16,110;16,270;"05:10";"06:10";"PAGANELLA - MONTE GAZZA";"Vezzano, Terlago";
"O602B";"SEZ. SAT MEZZOLOMBARDO";"";"E";"MEZZOLOMBARDO";"INIZIO PAESE DI FAI (b.603)";226;941;226;941;2,990;3,150;"02:30";"01:50";"PAGANELLA - MONTE GAZZA";"Mezzolombardo";
"O602C";"SEZ. SAT MEZZOLOMBARDO";"";"E";"PIANI - AL CASTAGNETO";"VAL DEL RI (b.602B)";310;620;310;680;3,110;3,170;"01:00";"00:50";"PAGANELLA - MONTE GAZZA";"Mezzolombardo";
"O603";"SEZ. SAT MEZZOLOMBARDO";"GIRO DEL FAUSIOR";"E";"SANTEL - SP 64  (b.680)";"INIZIO PAESE DI FAI (b.602B)";1,033;941;0;1,390;6,790;6,900;"02:50";"03:00";"PAGANELLA - MONTE GAZZA";"Fai della Paganella, Spormaggiore, Mezzolombardo";
"O603A";"SEZ. SAT MEZZOLOMBARDO";"SENTIERO DELLE MOZZANE";"E";"STRADA FORESTALE LASTONI (b.603)";"BAITA CAMPEDEL (b.603)";1,150;1,364;1,150;1,364;2,500;2,530;"01:00";"00:45";"PAGANELLA - MONTE GAZZA";"Fai della Paganella, Spormaggiore";
"O604";"SEZ. SAT MEZZOLOMBARDO";"";"E";"BOCCA DELLE SCALACE (b.603)";"LASTON (b.603)";1,260;1,390;1,260;1,465;3,620;3,660;"01:20";"01:10";"PAGANELLA - MONTE GAZZA";"Fai della Paganella, Mezzolombardo";
"O606";"SEZ. SAT VEZZANO";"";"E";"CASALE - pr. Monte Terlago (b.627)";"PASSO DI SANT'ANTONIO (b.602)";760;1,893;760;1,893;4,200;4,380;"03:10";"02:15";"PAGANELLA - MONTE GAZZA";"Terlago";
"O607";"SEZ. SAT SOPRAMONTE";"";"E";"pr. PIANI DI MEZAVIA (b.621)";"VERSANTE N CIMA CORNETTO (b.617-636)";1,210;2,100;1,180;2,100;8,850;8,980;"04:15";"03:15";"BONDONE - TRE CIME";"Trento, Cavedine";
"O608";"SEZ. SAT ARCO, RIF. STIVO \"PROSPERO MARCHETTI\"";"";"E";"BOLOGNANO D'ARCO - Istituto Missionario";"RIF. STIVO \"PROSPERO MARCHETTI\" (b.617-617B)";184;2,009;184;2,009;10,200;10,460;"05:20";"03:50";"MONTE STIVO";"Arco";
"O608B";"SEZ. SAT ARCO";"";"E";"PASSO SANTA BARBARA (b.637)";"LE PRESE (b.608)";1,169;1,480;1,169;1,480;3,300;3,330;"01:00";"00:45";"MONTE STIVO";"Arco";
"O609";"SEZ. SAT ARCO";"";"E";"SALVE REGINA (b.608)";"MONTE VELO (b.608)";560;1,050;560;1,050;2,900;2,960;"01:30";"01:10";"MONTE STIVO";"Arco";
"O610";"SEZ. SAT VEZZANO";"";"EE";"COVELO - edicola di Sant'Antonio (b.612)";"PASSO DI SAN GIACOMO (b.602)";610;1,963;610;1,963;4,400;4,620;"03:50";"02:20";"PAGANELLA - MONTE GAZZA";"Terlago";
"O611";"SEZ. SAT PRESSANO, SEZ. SAT TRENTO";"";"EE";"ISCHIA PODETTI - discarica";"ALBERGO LILLA";200;434;200;645;4,900;4,990;"02:10";"01:50";"PAGANELLA - MONTE GAZZA";"Terlago, Trento";
"O612";"SEZ. SAT MOLVENO, SEZ. SAT VEZZANO";"";"E";"pr. PARK HOTEL AL LAGO";"COVELO";840;585;585;1,667;9,400;9,650;"04:30";"05:00";"PAGANELLA - MONTE GAZZA";"Molveno, Vezzano, Terlago";
"O612B";"SEZ. SAT VEZZANO";"";"E";"QUOTA 836 (b.627)";"EDICOLA DELL'AVE MARIA (b.612)";836;936;836;936;700;710;"00:20";"00:15";"PAGANELLA - MONTE GAZZA";"Vezzano";
